"date","count","package"
2016-02-01,12,"ecoengine"
2016-02-02,9,"ecoengine"
2016-02-03,0,"ecoengine"
2016-02-04,11,"ecoengine"
2016-02-05,17,"ecoengine"
2016-02-06,8,"ecoengine"
2016-02-07,4,"ecoengine"
2016-02-08,8,"ecoengine"
2016-02-09,10,"ecoengine"
2016-02-10,9,"ecoengine"
2016-02-11,8,"ecoengine"
2016-02-12,8,"ecoengine"
2016-02-13,4,"ecoengine"
2016-02-14,3,"ecoengine"
2016-02-15,6,"ecoengine"
2016-02-16,9,"ecoengine"
2016-02-17,17,"ecoengine"
2016-02-18,41,"ecoengine"
2016-02-19,11,"ecoengine"
2016-02-20,2,"ecoengine"
2016-02-21,5,"ecoengine"
2016-02-22,23,"ecoengine"
2016-02-23,7,"ecoengine"
2016-02-24,13,"ecoengine"
2016-02-25,19,"ecoengine"
2016-02-26,10,"ecoengine"
2016-02-27,8,"ecoengine"
2016-02-28,7,"ecoengine"
2016-02-29,6,"ecoengine"
2016-03-01,15,"ecoengine"
2016-03-02,27,"ecoengine"
2016-03-03,12,"ecoengine"
2016-03-04,11,"ecoengine"
2016-03-05,7,"ecoengine"
2016-03-06,0,"ecoengine"
2016-03-07,2,"ecoengine"
2016-03-08,5,"ecoengine"
2016-03-09,5,"ecoengine"
2016-03-10,9,"ecoengine"
2016-03-11,10,"ecoengine"
2016-03-12,4,"ecoengine"
2016-03-13,2,"ecoengine"
2016-03-14,7,"ecoengine"
2016-03-15,2,"ecoengine"
2016-03-16,4,"ecoengine"
2016-03-17,3,"ecoengine"
2016-03-18,6,"ecoengine"
2016-03-19,11,"ecoengine"
2016-03-20,3,"ecoengine"
2016-03-21,3,"ecoengine"
2016-03-22,22,"ecoengine"
2016-03-23,6,"ecoengine"
2016-03-24,7,"ecoengine"
2016-03-25,2,"ecoengine"
2016-03-26,4,"ecoengine"
2016-03-27,7,"ecoengine"
2016-03-28,6,"ecoengine"
2016-03-29,7,"ecoengine"
2016-03-30,11,"ecoengine"
2016-03-31,20,"ecoengine"
2016-04-01,7,"ecoengine"
2016-04-02,12,"ecoengine"
2016-04-03,6,"ecoengine"
2016-04-04,4,"ecoengine"
2016-04-05,13,"ecoengine"
2016-04-06,6,"ecoengine"
2016-04-07,10,"ecoengine"
2016-04-08,10,"ecoengine"
2016-04-09,12,"ecoengine"
2016-04-10,7,"ecoengine"
2016-04-11,11,"ecoengine"
2016-04-12,12,"ecoengine"
2016-04-13,6,"ecoengine"
2016-04-14,7,"ecoengine"
2016-04-15,1,"ecoengine"
2016-04-16,4,"ecoengine"
2016-04-17,3,"ecoengine"
2016-04-18,7,"ecoengine"
2016-04-19,6,"ecoengine"
2016-04-20,6,"ecoengine"
2016-04-21,12,"ecoengine"
2016-04-22,5,"ecoengine"
2016-04-23,9,"ecoengine"
2016-04-24,7,"ecoengine"
2016-04-25,5,"ecoengine"
2016-04-26,12,"ecoengine"
2016-04-27,15,"ecoengine"
2016-04-28,8,"ecoengine"
2016-04-29,5,"ecoengine"
2016-04-30,4,"ecoengine"
2016-05-01,3,"ecoengine"
2016-05-02,4,"ecoengine"
2016-05-03,9,"ecoengine"
2016-05-04,9,"ecoengine"
2016-05-05,7,"ecoengine"
2016-05-06,9,"ecoengine"
2016-05-07,2,"ecoengine"
2016-05-08,1,"ecoengine"
2016-05-09,11,"ecoengine"
2016-05-10,9,"ecoengine"
2016-05-11,6,"ecoengine"
2016-05-12,6,"ecoengine"
2016-05-13,9,"ecoengine"
2016-05-14,6,"ecoengine"
2016-05-15,4,"ecoengine"
2016-05-16,10,"ecoengine"
2016-05-17,6,"ecoengine"
2016-05-18,3,"ecoengine"
2016-05-19,5,"ecoengine"
2014-09-28,0,"ecoretriever"
2014-09-29,7,"ecoretriever"
2014-09-30,15,"ecoretriever"
2014-10-01,9,"ecoretriever"
2014-10-02,9,"ecoretriever"
2014-10-03,6,"ecoretriever"
2014-10-04,1,"ecoretriever"
2014-10-05,10,"ecoretriever"
2014-10-06,6,"ecoretriever"
2014-10-07,10,"ecoretriever"
2014-10-08,23,"ecoretriever"
2014-10-09,13,"ecoretriever"
2014-10-10,8,"ecoretriever"
2014-10-11,1,"ecoretriever"
2014-10-12,8,"ecoretriever"
2014-10-13,11,"ecoretriever"
2014-10-14,7,"ecoretriever"
2014-10-15,10,"ecoretriever"
2014-10-16,8,"ecoretriever"
2014-10-17,9,"ecoretriever"
2014-10-18,6,"ecoretriever"
2014-10-19,4,"ecoretriever"
2014-10-20,5,"ecoretriever"
2014-10-21,9,"ecoretriever"
2014-10-22,18,"ecoretriever"
2014-10-23,4,"ecoretriever"
2014-10-24,11,"ecoretriever"
2014-10-25,4,"ecoretriever"
2014-10-26,7,"ecoretriever"
2014-10-27,4,"ecoretriever"
2014-10-28,3,"ecoretriever"
2014-10-29,7,"ecoretriever"
2014-10-30,5,"ecoretriever"
2014-10-31,4,"ecoretriever"
2014-11-01,12,"ecoretriever"
2014-11-02,8,"ecoretriever"
2014-11-03,12,"ecoretriever"
2014-11-04,8,"ecoretriever"
2014-11-05,16,"ecoretriever"
2014-11-06,17,"ecoretriever"
2014-11-07,8,"ecoretriever"
2014-11-08,6,"ecoretriever"
2014-11-09,7,"ecoretriever"
2014-11-10,6,"ecoretriever"
2014-11-11,6,"ecoretriever"
2014-11-12,9,"ecoretriever"
2014-11-13,15,"ecoretriever"
2014-11-14,8,"ecoretriever"
2014-11-15,3,"ecoretriever"
2014-11-16,6,"ecoretriever"
2014-11-17,0,"ecoretriever"
2014-11-18,15,"ecoretriever"
2014-11-19,3,"ecoretriever"
2014-11-20,5,"ecoretriever"
2014-11-21,1,"ecoretriever"
2014-11-22,4,"ecoretriever"
2014-11-23,6,"ecoretriever"
2014-11-24,11,"ecoretriever"
2014-11-25,9,"ecoretriever"
2014-11-26,10,"ecoretriever"
2014-11-27,7,"ecoretriever"
2014-11-28,7,"ecoretriever"
2014-11-29,3,"ecoretriever"
2014-11-30,5,"ecoretriever"
2014-12-01,14,"ecoretriever"
2014-12-02,17,"ecoretriever"
2014-12-03,12,"ecoretriever"
2014-12-04,11,"ecoretriever"
2014-12-05,7,"ecoretriever"
2014-12-06,2,"ecoretriever"
2014-12-07,6,"ecoretriever"
2014-12-08,5,"ecoretriever"
2014-12-09,5,"ecoretriever"
2014-12-10,9,"ecoretriever"
2014-12-11,2,"ecoretriever"
2014-12-12,8,"ecoretriever"
2014-12-13,5,"ecoretriever"
2014-12-14,5,"ecoretriever"
2014-12-15,4,"ecoretriever"
2014-12-16,6,"ecoretriever"
2014-12-17,7,"ecoretriever"
2014-12-18,6,"ecoretriever"
2014-12-19,5,"ecoretriever"
2014-12-20,6,"ecoretriever"
2014-12-21,7,"ecoretriever"
2014-12-22,5,"ecoretriever"
2014-12-23,2,"ecoretriever"
2014-12-24,10,"ecoretriever"
2014-12-25,9,"ecoretriever"
2014-12-26,6,"ecoretriever"
2014-12-27,10,"ecoretriever"
2014-12-28,7,"ecoretriever"
2014-12-29,6,"ecoretriever"
2014-12-30,4,"ecoretriever"
2014-12-31,6,"ecoretriever"
2015-01-01,1,"ecoretriever"
2015-01-02,7,"ecoretriever"
2015-01-03,2,"ecoretriever"
2015-01-04,11,"ecoretriever"
2015-01-05,6,"ecoretriever"
2015-01-06,14,"ecoretriever"
2015-01-07,7,"ecoretriever"
2015-01-08,9,"ecoretriever"
2015-01-09,7,"ecoretriever"
2015-01-10,0,"ecoretriever"
2015-01-11,4,"ecoretriever"
2015-01-12,5,"ecoretriever"
2015-01-13,6,"ecoretriever"
2015-01-14,20,"ecoretriever"
2015-01-15,5,"ecoretriever"
2015-01-16,60,"ecoretriever"
2015-01-17,6,"ecoretriever"
2015-01-18,13,"ecoretriever"
2015-01-19,20,"ecoretriever"
2015-01-20,6,"ecoretriever"
2015-01-21,13,"ecoretriever"
2015-01-22,5,"ecoretriever"
2015-01-23,5,"ecoretriever"
2015-01-24,5,"ecoretriever"
2015-01-25,7,"ecoretriever"
2015-01-26,10,"ecoretriever"
2015-01-27,15,"ecoretriever"
2015-01-28,16,"ecoretriever"
2015-01-29,14,"ecoretriever"
2015-01-30,12,"ecoretriever"
2015-01-31,4,"ecoretriever"
2015-02-01,11,"ecoretriever"
2015-02-02,14,"ecoretriever"
2015-02-03,8,"ecoretriever"
2015-02-04,12,"ecoretriever"
2015-02-05,11,"ecoretriever"
2015-02-06,9,"ecoretriever"
2015-02-07,6,"ecoretriever"
2015-02-08,6,"ecoretriever"
2015-02-09,8,"ecoretriever"
2015-02-10,5,"ecoretriever"
2015-02-11,7,"ecoretriever"
2015-02-12,3,"ecoretriever"
2015-02-13,6,"ecoretriever"
2015-02-14,4,"ecoretriever"
2015-02-15,3,"ecoretriever"
2015-02-16,6,"ecoretriever"
2015-02-17,13,"ecoretriever"
2015-02-18,10,"ecoretriever"
2015-02-19,16,"ecoretriever"
2015-02-20,4,"ecoretriever"
2015-02-21,5,"ecoretriever"
2015-02-22,9,"ecoretriever"
2015-02-23,12,"ecoretriever"
2015-02-24,11,"ecoretriever"
2015-02-25,10,"ecoretriever"
2015-02-26,28,"ecoretriever"
2015-02-27,12,"ecoretriever"
2015-02-28,7,"ecoretriever"
2015-03-01,10,"ecoretriever"
2015-03-02,7,"ecoretriever"
2015-03-03,11,"ecoretriever"
2015-03-04,7,"ecoretriever"
2015-03-05,2,"ecoretriever"
2015-03-06,6,"ecoretriever"
2015-03-07,4,"ecoretriever"
2015-03-08,5,"ecoretriever"
2015-03-09,11,"ecoretriever"
2015-03-10,16,"ecoretriever"
2015-03-11,12,"ecoretriever"
2015-03-12,14,"ecoretriever"
2015-03-13,10,"ecoretriever"
2015-03-14,5,"ecoretriever"
2015-03-15,5,"ecoretriever"
2015-03-16,5,"ecoretriever"
2015-03-17,13,"ecoretriever"
2015-03-18,16,"ecoretriever"
2015-03-19,12,"ecoretriever"
2015-03-20,8,"ecoretriever"
2015-03-21,12,"ecoretriever"
2015-03-22,17,"ecoretriever"
2015-03-23,7,"ecoretriever"
2015-03-24,7,"ecoretriever"
2015-03-25,20,"ecoretriever"
2015-03-26,6,"ecoretriever"
2015-03-27,6,"ecoretriever"
2015-03-28,7,"ecoretriever"
2015-03-29,12,"ecoretriever"
2015-03-30,10,"ecoretriever"
2015-03-31,22,"ecoretriever"
2015-04-01,33,"ecoretriever"
2015-04-02,14,"ecoretriever"
2015-04-03,7,"ecoretriever"
2015-04-04,8,"ecoretriever"
2015-04-05,10,"ecoretriever"
2015-04-06,10,"ecoretriever"
2015-04-07,14,"ecoretriever"
2015-04-08,24,"ecoretriever"
2015-04-09,24,"ecoretriever"
2015-04-10,15,"ecoretriever"
2015-04-11,16,"ecoretriever"
2015-04-12,14,"ecoretriever"
2015-04-13,12,"ecoretriever"
2015-04-14,8,"ecoretriever"
2015-04-15,11,"ecoretriever"
2015-04-16,8,"ecoretriever"
2015-04-17,4,"ecoretriever"
2015-04-18,14,"ecoretriever"
2015-04-19,11,"ecoretriever"
2015-04-20,18,"ecoretriever"
2015-04-21,31,"ecoretriever"
2015-04-22,12,"ecoretriever"
2015-04-23,15,"ecoretriever"
2015-04-24,18,"ecoretriever"
2015-04-25,11,"ecoretriever"
2015-04-26,11,"ecoretriever"
2015-04-27,14,"ecoretriever"
2015-04-28,7,"ecoretriever"
2015-04-29,9,"ecoretriever"
2015-04-30,17,"ecoretriever"
2015-05-01,8,"ecoretriever"
2015-05-02,3,"ecoretriever"
2015-05-03,12,"ecoretriever"
2015-05-04,12,"ecoretriever"
2015-05-05,15,"ecoretriever"
2015-05-06,4,"ecoretriever"
2015-05-07,15,"ecoretriever"
2015-05-08,7,"ecoretriever"
2015-05-09,7,"ecoretriever"
2015-05-10,7,"ecoretriever"
2015-05-11,11,"ecoretriever"
2015-05-12,10,"ecoretriever"
2015-05-13,8,"ecoretriever"
2015-05-14,13,"ecoretriever"
2015-05-15,20,"ecoretriever"
2015-05-16,7,"ecoretriever"
2015-05-17,7,"ecoretriever"
2015-05-18,11,"ecoretriever"
2015-05-19,11,"ecoretriever"
2015-05-20,10,"ecoretriever"
2015-05-21,8,"ecoretriever"
2015-05-22,5,"ecoretriever"
2015-05-23,12,"ecoretriever"
2015-05-24,8,"ecoretriever"
2015-05-25,17,"ecoretriever"
2015-05-26,15,"ecoretriever"
2015-05-27,4,"ecoretriever"
2015-05-28,10,"ecoretriever"
2015-05-29,10,"ecoretriever"
2015-05-30,8,"ecoretriever"
2015-05-31,7,"ecoretriever"
2015-06-01,13,"ecoretriever"
2015-06-02,4,"ecoretriever"
2015-06-03,4,"ecoretriever"
2015-06-04,10,"ecoretriever"
2015-06-05,6,"ecoretriever"
2015-06-06,7,"ecoretriever"
2015-06-07,14,"ecoretriever"
2015-06-08,14,"ecoretriever"
2015-06-09,5,"ecoretriever"
2015-06-10,14,"ecoretriever"
2015-06-11,11,"ecoretriever"
2015-06-12,12,"ecoretriever"
2015-06-13,12,"ecoretriever"
2015-06-14,6,"ecoretriever"
2015-06-15,13,"ecoretriever"
2015-06-16,10,"ecoretriever"
2015-06-17,10,"ecoretriever"
2015-06-18,10,"ecoretriever"
2015-06-19,21,"ecoretriever"
2015-06-20,6,"ecoretriever"
2015-06-21,7,"ecoretriever"
2015-06-22,7,"ecoretriever"
2015-06-23,14,"ecoretriever"
2015-06-24,12,"ecoretriever"
2015-06-25,9,"ecoretriever"
2015-06-26,8,"ecoretriever"
2015-06-27,6,"ecoretriever"
2015-06-28,7,"ecoretriever"
2015-06-29,19,"ecoretriever"
2015-06-30,5,"ecoretriever"
2015-07-01,16,"ecoretriever"
2015-07-02,13,"ecoretriever"
2015-07-03,7,"ecoretriever"
2015-07-04,7,"ecoretriever"
2015-07-05,13,"ecoretriever"
2015-07-06,8,"ecoretriever"
2015-07-07,17,"ecoretriever"
2015-07-08,9,"ecoretriever"
2015-07-09,10,"ecoretriever"
2015-07-10,8,"ecoretriever"
2015-07-11,5,"ecoretriever"
2015-07-12,3,"ecoretriever"
2015-07-13,4,"ecoretriever"
2015-07-14,5,"ecoretriever"
2015-07-15,8,"ecoretriever"
2015-07-16,7,"ecoretriever"
2015-07-17,8,"ecoretriever"
2015-07-18,8,"ecoretriever"
2015-07-19,12,"ecoretriever"
2015-07-20,6,"ecoretriever"
2015-07-21,6,"ecoretriever"
2015-07-22,11,"ecoretriever"
2015-07-23,3,"ecoretriever"
2015-07-24,10,"ecoretriever"
2015-07-25,8,"ecoretriever"
2015-07-26,8,"ecoretriever"
2015-07-27,6,"ecoretriever"
2015-07-28,12,"ecoretriever"
2015-07-29,7,"ecoretriever"
2015-07-30,10,"ecoretriever"
2015-07-31,7,"ecoretriever"
2015-08-01,6,"ecoretriever"
2015-08-02,2,"ecoretriever"
2015-08-03,4,"ecoretriever"
2015-08-04,14,"ecoretriever"
2015-08-05,11,"ecoretriever"
2015-08-06,7,"ecoretriever"
2015-08-07,8,"ecoretriever"
2015-08-08,5,"ecoretriever"
2015-08-09,3,"ecoretriever"
2015-08-10,11,"ecoretriever"
2015-08-11,7,"ecoretriever"
2015-08-12,13,"ecoretriever"
2015-08-13,10,"ecoretriever"
2015-08-14,7,"ecoretriever"
2015-08-15,9,"ecoretriever"
2015-08-16,16,"ecoretriever"
2015-08-17,11,"ecoretriever"
2015-08-18,12,"ecoretriever"
2015-08-19,7,"ecoretriever"
2015-08-20,7,"ecoretriever"
2015-08-21,9,"ecoretriever"
2015-08-22,20,"ecoretriever"
2015-08-23,0,"ecoretriever"
2015-08-24,12,"ecoretriever"
2015-08-25,14,"ecoretriever"
2015-08-26,12,"ecoretriever"
2015-08-27,13,"ecoretriever"
2015-08-28,5,"ecoretriever"
2015-08-29,6,"ecoretriever"
2015-08-30,6,"ecoretriever"
2015-08-31,6,"ecoretriever"
2015-09-01,10,"ecoretriever"
2015-09-02,13,"ecoretriever"
2015-09-03,10,"ecoretriever"
2015-09-04,10,"ecoretriever"
2015-09-05,5,"ecoretriever"
2015-09-06,14,"ecoretriever"
2015-09-07,0,"ecoretriever"
2015-09-08,11,"ecoretriever"
2015-09-09,0,"ecoretriever"
2015-09-10,14,"ecoretriever"
2015-09-11,12,"ecoretriever"
2015-09-12,10,"ecoretriever"
2015-09-13,8,"ecoretriever"
2015-09-14,14,"ecoretriever"
2015-09-15,14,"ecoretriever"
2015-09-16,7,"ecoretriever"
2015-09-17,10,"ecoretriever"
2015-09-18,13,"ecoretriever"
2015-09-19,8,"ecoretriever"
2015-09-20,9,"ecoretriever"
2015-09-21,13,"ecoretriever"
2015-09-22,6,"ecoretriever"
2015-09-23,20,"ecoretriever"
2015-09-24,6,"ecoretriever"
2015-09-25,10,"ecoretriever"
2015-09-26,8,"ecoretriever"
2015-09-27,2,"ecoretriever"
2015-09-28,10,"ecoretriever"
2015-09-29,15,"ecoretriever"
2015-09-30,9,"ecoretriever"
2015-10-01,15,"ecoretriever"
2015-10-02,14,"ecoretriever"
2015-10-03,8,"ecoretriever"
2015-10-04,8,"ecoretriever"
2015-10-05,51,"ecoretriever"
2015-10-06,12,"ecoretriever"
2015-10-07,18,"ecoretriever"
2015-10-08,16,"ecoretriever"
2015-10-09,12,"ecoretriever"
2015-10-10,4,"ecoretriever"
2015-10-11,10,"ecoretriever"
2015-10-12,14,"ecoretriever"
2015-10-13,15,"ecoretriever"
2015-10-14,12,"ecoretriever"
2015-10-15,26,"ecoretriever"
2015-10-16,8,"ecoretriever"
2015-10-17,7,"ecoretriever"
2015-10-18,0,"ecoretriever"
2015-10-19,16,"ecoretriever"
2015-10-20,11,"ecoretriever"
2015-10-21,8,"ecoretriever"
2015-10-22,11,"ecoretriever"
2015-10-23,8,"ecoretriever"
2015-10-24,8,"ecoretriever"
2015-10-25,8,"ecoretriever"
2015-10-26,0,"ecoretriever"
2015-10-27,8,"ecoretriever"
2015-10-28,11,"ecoretriever"
2015-10-29,7,"ecoretriever"
2015-10-30,10,"ecoretriever"
2015-10-31,0,"ecoretriever"
2015-11-01,0,"ecoretriever"
2015-11-02,9,"ecoretriever"
2015-11-03,17,"ecoretriever"
2015-11-04,12,"ecoretriever"
2015-11-05,8,"ecoretriever"
2015-11-06,8,"ecoretriever"
2015-11-07,11,"ecoretriever"
2015-11-08,3,"ecoretriever"
2015-11-09,5,"ecoretriever"
2015-11-10,18,"ecoretriever"
2015-11-11,22,"ecoretriever"
2015-11-12,16,"ecoretriever"
2015-11-13,7,"ecoretriever"
2015-11-14,30,"ecoretriever"
2015-11-15,0,"ecoretriever"
2015-11-16,27,"ecoretriever"
2015-11-17,34,"ecoretriever"
2015-11-18,22,"ecoretriever"
2015-11-19,36,"ecoretriever"
2015-11-20,32,"ecoretriever"
2015-11-21,26,"ecoretriever"
2015-11-22,19,"ecoretriever"
2015-11-23,19,"ecoretriever"
2015-11-24,16,"ecoretriever"
2015-11-25,13,"ecoretriever"
2015-11-26,30,"ecoretriever"
2015-11-27,13,"ecoretriever"
2015-11-28,7,"ecoretriever"
2015-11-29,7,"ecoretriever"
2015-11-30,16,"ecoretriever"
2015-12-01,19,"ecoretriever"
2015-12-02,23,"ecoretriever"
2015-12-03,18,"ecoretriever"
2015-12-04,14,"ecoretriever"
2015-12-05,12,"ecoretriever"
2015-12-06,8,"ecoretriever"
2015-12-07,15,"ecoretriever"
2015-12-08,19,"ecoretriever"
2015-12-09,17,"ecoretriever"
2015-12-10,19,"ecoretriever"
2015-12-11,17,"ecoretriever"
2015-12-12,18,"ecoretriever"
2015-12-13,11,"ecoretriever"
2015-12-14,14,"ecoretriever"
2015-12-15,21,"ecoretriever"
2015-12-16,24,"ecoretriever"
2015-12-17,13,"ecoretriever"
2015-12-18,10,"ecoretriever"
2015-12-19,7,"ecoretriever"
2015-12-20,9,"ecoretriever"
2015-12-21,9,"ecoretriever"
2015-12-22,10,"ecoretriever"
2015-12-23,11,"ecoretriever"
2015-12-24,8,"ecoretriever"
2015-12-25,11,"ecoretriever"
2015-12-26,11,"ecoretriever"
2015-12-27,9,"ecoretriever"
2015-12-28,18,"ecoretriever"
2015-12-29,10,"ecoretriever"
2015-12-30,10,"ecoretriever"
2015-12-31,14,"ecoretriever"
2016-01-01,5,"ecoretriever"
2016-01-02,9,"ecoretriever"
2016-01-03,5,"ecoretriever"
2016-01-04,15,"ecoretriever"
2016-01-05,14,"ecoretriever"
2016-01-06,12,"ecoretriever"
2016-01-07,13,"ecoretriever"
2016-01-08,12,"ecoretriever"
2016-01-09,2,"ecoretriever"
2016-01-10,6,"ecoretriever"
2016-01-11,12,"ecoretriever"
2016-01-12,10,"ecoretriever"
2016-01-13,21,"ecoretriever"
2016-01-14,34,"ecoretriever"
2016-01-15,15,"ecoretriever"
2016-01-16,8,"ecoretriever"
2016-01-17,2,"ecoretriever"
2016-01-18,11,"ecoretriever"
2016-01-19,22,"ecoretriever"
2016-01-20,16,"ecoretriever"
2016-01-21,17,"ecoretriever"
2016-01-22,14,"ecoretriever"
2016-01-23,11,"ecoretriever"
2016-01-24,10,"ecoretriever"
2016-01-25,27,"ecoretriever"
2016-01-26,14,"ecoretriever"
2016-01-27,23,"ecoretriever"
2016-01-28,15,"ecoretriever"
2016-01-29,12,"ecoretriever"
2016-01-30,11,"ecoretriever"
2016-01-31,9,"ecoretriever"
2016-02-01,14,"ecoretriever"
2016-02-02,15,"ecoretriever"
2016-02-03,0,"ecoretriever"
2016-02-04,15,"ecoretriever"
2016-02-05,11,"ecoretriever"
2016-02-06,8,"ecoretriever"
2016-02-07,5,"ecoretriever"
2016-02-08,8,"ecoretriever"
2016-02-09,10,"ecoretriever"
2016-02-10,8,"ecoretriever"
2016-02-11,11,"ecoretriever"
2016-02-12,8,"ecoretriever"
2016-02-13,6,"ecoretriever"
2016-02-14,3,"ecoretriever"
2016-02-15,8,"ecoretriever"
2016-02-16,9,"ecoretriever"
2016-02-17,18,"ecoretriever"
2016-02-18,35,"ecoretriever"
2016-02-19,10,"ecoretriever"
2016-02-20,2,"ecoretriever"
2016-02-21,6,"ecoretriever"
2016-02-22,7,"ecoretriever"
2016-02-23,6,"ecoretriever"
2016-02-24,12,"ecoretriever"
2016-02-25,20,"ecoretriever"
2016-02-26,12,"ecoretriever"
2016-02-27,8,"ecoretriever"
2016-02-28,6,"ecoretriever"
2016-02-29,9,"ecoretriever"
2016-03-01,14,"ecoretriever"
2016-03-02,27,"ecoretriever"
2016-03-03,15,"ecoretriever"
2016-03-04,13,"ecoretriever"
2016-03-05,5,"ecoretriever"
2016-03-06,1,"ecoretriever"
2016-03-07,4,"ecoretriever"
2016-03-08,8,"ecoretriever"
2016-03-09,8,"ecoretriever"
2016-03-10,11,"ecoretriever"
2016-03-11,9,"ecoretriever"
2016-03-12,5,"ecoretriever"
2016-03-13,1,"ecoretriever"
2016-03-14,6,"ecoretriever"
2016-03-15,5,"ecoretriever"
2016-03-16,10,"ecoretriever"
2016-03-17,4,"ecoretriever"
2016-03-18,15,"ecoretriever"
2016-03-19,4,"ecoretriever"
2016-03-20,1,"ecoretriever"
2016-03-21,7,"ecoretriever"
2016-03-22,14,"ecoretriever"
2016-03-23,5,"ecoretriever"
2016-03-24,5,"ecoretriever"
2016-03-25,2,"ecoretriever"
2016-03-26,5,"ecoretriever"
2016-03-27,7,"ecoretriever"
2016-03-28,7,"ecoretriever"
2016-03-29,6,"ecoretriever"
2016-03-30,10,"ecoretriever"
2016-03-31,8,"ecoretriever"
2016-04-01,8,"ecoretriever"
2016-04-02,9,"ecoretriever"
2016-04-03,4,"ecoretriever"
2016-04-04,3,"ecoretriever"
2016-04-05,13,"ecoretriever"
2016-04-06,7,"ecoretriever"
2016-04-07,8,"ecoretriever"
2016-04-08,8,"ecoretriever"
2016-04-09,6,"ecoretriever"
2016-04-10,7,"ecoretriever"
2016-04-11,11,"ecoretriever"
2016-04-12,12,"ecoretriever"
2016-04-13,5,"ecoretriever"
2016-04-14,10,"ecoretriever"
2016-04-15,1,"ecoretriever"
2016-04-16,3,"ecoretriever"
2016-04-17,3,"ecoretriever"
2016-04-18,8,"ecoretriever"
2016-04-19,7,"ecoretriever"
2016-04-20,6,"ecoretriever"
2016-04-21,11,"ecoretriever"
2016-04-22,3,"ecoretriever"
2016-04-23,8,"ecoretriever"
2016-04-24,5,"ecoretriever"
2016-04-25,4,"ecoretriever"
2016-04-26,11,"ecoretriever"
2016-04-27,13,"ecoretriever"
2016-04-28,4,"ecoretriever"
2016-04-29,5,"ecoretriever"
2016-04-30,1,"ecoretriever"
2016-05-01,3,"ecoretriever"
2016-05-02,7,"ecoretriever"
2016-05-03,9,"ecoretriever"
2016-05-04,9,"ecoretriever"
2016-05-05,4,"ecoretriever"
2016-05-06,4,"ecoretriever"
2016-05-07,2,"ecoretriever"
2016-05-08,1,"ecoretriever"
2016-05-09,8,"ecoretriever"
2016-05-10,9,"ecoretriever"
2016-05-11,8,"ecoretriever"
2016-05-12,6,"ecoretriever"
2016-05-13,10,"ecoretriever"
2016-05-14,8,"ecoretriever"
2016-05-15,2,"ecoretriever"
2016-05-16,5,"ecoretriever"
2016-05-17,5,"ecoretriever"
2016-05-18,5,"ecoretriever"
2016-05-19,7,"ecoretriever"
2015-01-29,2,"elastic"
2015-01-30,3,"elastic"
2015-01-31,8,"elastic"
2015-02-01,7,"elastic"
2015-02-02,16,"elastic"
2015-02-03,10,"elastic"
2015-02-04,12,"elastic"
2015-02-05,14,"elastic"
2015-02-06,10,"elastic"
2015-02-07,5,"elastic"
2015-02-08,6,"elastic"
2015-02-09,11,"elastic"
2015-02-10,9,"elastic"
2015-02-11,13,"elastic"
2015-02-12,3,"elastic"
2015-02-13,5,"elastic"
2015-02-14,4,"elastic"
2015-02-15,4,"elastic"
2015-02-16,8,"elastic"
2015-02-17,10,"elastic"
2015-02-18,15,"elastic"
2015-02-19,18,"elastic"
2015-02-20,6,"elastic"
2015-02-21,5,"elastic"
2015-02-22,9,"elastic"
2015-02-23,12,"elastic"
2015-02-24,19,"elastic"
2015-02-25,8,"elastic"
2015-02-26,33,"elastic"
2015-02-27,9,"elastic"
2015-02-28,8,"elastic"
2015-03-01,12,"elastic"
2015-03-02,9,"elastic"
2015-03-03,12,"elastic"
2015-03-04,11,"elastic"
2015-03-05,3,"elastic"
2015-03-06,10,"elastic"
2015-03-07,4,"elastic"
2015-03-08,5,"elastic"
2015-03-09,15,"elastic"
2015-03-10,18,"elastic"
2015-03-11,7,"elastic"
2015-03-12,13,"elastic"
2015-03-13,9,"elastic"
2015-03-14,7,"elastic"
2015-03-15,5,"elastic"
2015-03-16,11,"elastic"
2015-03-17,14,"elastic"
2015-03-18,17,"elastic"
2015-03-19,11,"elastic"
2015-03-20,8,"elastic"
2015-03-21,14,"elastic"
2015-03-22,21,"elastic"
2015-03-23,13,"elastic"
2015-03-24,8,"elastic"
2015-03-25,19,"elastic"
2015-03-26,13,"elastic"
2015-03-27,15,"elastic"
2015-03-28,9,"elastic"
2015-03-29,15,"elastic"
2015-03-30,17,"elastic"
2015-03-31,31,"elastic"
2015-04-01,35,"elastic"
2015-04-02,20,"elastic"
2015-04-03,9,"elastic"
2015-04-04,11,"elastic"
2015-04-05,16,"elastic"
2015-04-06,12,"elastic"
2015-04-07,14,"elastic"
2015-04-08,21,"elastic"
2015-04-09,19,"elastic"
2015-04-10,16,"elastic"
2015-04-11,21,"elastic"
2015-04-12,18,"elastic"
2015-04-13,16,"elastic"
2015-04-14,14,"elastic"
2015-04-15,15,"elastic"
2015-04-16,10,"elastic"
2015-04-17,10,"elastic"
2015-04-18,18,"elastic"
2015-04-19,15,"elastic"
2015-04-20,25,"elastic"
2015-04-21,25,"elastic"
2015-04-22,16,"elastic"
2015-04-23,22,"elastic"
2015-04-24,25,"elastic"
2015-04-25,13,"elastic"
2015-04-26,12,"elastic"
2015-04-27,16,"elastic"
